url,source_type,source_origin,publication_date,publication,headline,page,notes
https://www.dropbox.com/s/7vhz30bmdvgijnl/1931%3A05%3A09%20-%20New%20York%20Times%2C%20Commerce%20Department%20Buys%20Yacht%20.pdf?dl=0,Web,dropbox.com,,New York Times,,8,"**New London, Connecticut • Wed, Sep 17, 1930 Page 8**](https://www.newspapers.com/paper/the-day/35758/) [New York Times clipping, on sale](https://www.dropbox.com/s/7vhz30bmdvgijnl/1931%3A05%3A09%20-%20New%20York%20Times%2C%20Commerce%20Department%20Buys%20Yacht%20.pdf?dl=0) [19"
https://drive.google.com/file/d/1Sfcldxsc9x0akH1Fn0mNMCkAkyaAOGLS/view?usp=drive_link,Web,google.com,,google.com,,,s%20Yacht%20.pdf?dl=0) [1931\_One\_Folder\_Collection\_Series\_Acquisition\_of\_Sequoia\_Copies\_of\_Licenses\_and\_a\_Bill\_of\_Sale .pdf](https://drive.google.com/file/d/1Sfcldxsc9x0akH1Fn0mNMCkAkyaAOGLS/view?usp=drive_link) nan
https://drive.google.com/file/d/1b6-61P2T92nTo_RfgwyiqtavsXHWPxl3/view?usp=drive_link,Web,google.com,,google.com,,15,"*Sequoia*: Presidential Yacht, Giles Kelly, p. 15; [1931.04.25\_Courier\_Post\_pg3.jpg](https://drive.google.com/file/d/1b6-61P2T92nTo_RfgwyiqtavsXHWPxl3/view?usp=drive_link)and *[1931.04.25\_Republican\_and\_Herald\_pg1.jpg](ht"
https://drive.google.com/file/d/1P0q82KbjApYNlEhPVqTQyXr9o15YFleo/view?usp=drive_link,Web,google.com,,google.com,,,](https://drive.google.com/file/d/1b6-61P2T92nTo_RfgwyiqtavsXHWPxl3/view?usp=drive_link)and *[1931.04.25\_Republican\_and\_Herald\_pg1.jpg](https://drive.google.com/file/d/1P0q82KbjApYNlEhPVqTQyXr9o15YFleo/view?usp=drive_link)* *[1931.04.26\_Atlanta\_Constitution\_President\_Goes
https://drive.google.com/file/d/1zV3fbV_QSIh7SMlR3xfFSJQXbn5Kz0YU/view?usp=drive_link,Web,google.com,,google.com,,,file/d/1P0q82KbjApYNlEhPVqTQyXr9o15YFleo/view?usp=drive_link)* *[1931.04.26\_Atlanta\_Constitution\_President\_Goes\_to\_Cape\_Henry\_pg10](https://drive.google.com/file/d/1zV3fbV_QSIh7SMlR3xfFSJQXbn5Kz0YU/view?usp=drive_link)* *[1931.04.26\_The\_Philadelphia\_Inquirer.jpg](https
https://drive.google.com/file/d/1oBnU901Tru3PzvPjVt39CesycqgjFcRl/view?usp=drive_link,Web,google.com,,google.com,,2,g10](https://drive.google.com/file/d/1zV3fbV_QSIh7SMlR3xfFSJQXbn5Kz0YU/view?usp=drive_link)* *[1931.04.26\_The\_Philadelphia\_Inquirer.jpg](https://drive.google.com/file/d/1oBnU901Tru3PzvPjVt39CesycqgjFcRl/view?usp=drive_link)* *Page 2:[1932\_Box\_389\_Presidential\_Subject\_File
https://drive.google.com/file/d/13XpHbxfyntX0w8rs5JqRuFm4Euby9Kol/view?usp=drive_link,Web,google.com,,google.com,,2,ive_link)* *Page 2:[1932\_Box\_389\_Presidential\_Subject\_File\_14\_Pages\_of\_Correspondence\_related\_to\_Hoovers\_use\_of\_Sequoia.pdf](https://drive.google.com/file/d/13XpHbxfyntX0w8rs5JqRuFm4Euby9Kol/view?usp=drive_link)* [It was Tyrer who executed purchase of Sequoia on be
https://www.dropbox.com/s/hvxh0lvrgwyl2gc/1.%20Sequoua%20Survey%20Henry%20J.%20Gielow%20%28Gov%20Purchse%20Survey%29%201-22-31%20copy.pdf?dl=0,Web,dropbox.com,,dropbox.com,,,13XpHbxfyntX0w8rs5JqRuFm4Euby9Kol/view?usp=drive_link)* [It was Tyrer who executed purchase of Sequoia on behalf of Department of Commerce](https://www.dropbox.com/s/hvxh0lvrgwyl2gc/1.%20Sequoua%20Survey%20Henry%20J.%20Gielow%20%28Gov%20Purchse%20Survey%29%201-22-31%20copy.pdf?dl
https://www.dropbox.com/s/ijp7wprb4buiijv/The_Greeneville_Sun_Sat__Oct_31__1931_.jpg?dl=0,Web,dropbox.com,1931-10-23,New York Times,,,[Photo in newspaper of Laval stepping off Sequoia](https://www.dropbox.com/s/ijp7wprb4buiijv/The_Greeneville_Sun_Sat__Oct_31__1931_.jpg?dl=0) [*1931-10-23 NYT \- HOOVER WELCOMES LAVAL AT WHIT
https://nyti.ms/3rIcGgP,Web,nyti.ms,1931-10-23,New York Times,,1,"com/s/ijp7wprb4buiijv/The_Greeneville_Sun_Sat__Oct_31__1931_.jpg?dl=0) [*1931-10-23 NYT \- HOOVER WELCOMES LAVAL AT WHITE HOUSE \- Page 1*](https://nyti.ms/3rIcGgP), **Notes:** The [Hoover Moratorium](https://en.wikipedia.org/wiki/Hoover_Moratorium) was a public statement issued"
https://en.wikipedia.org/wiki/Hoover_Moratorium,Web,wikipedia.org,1931-10-23,New York Times,,1,"jpg?dl=0) [*1931-10-23 NYT \- HOOVER WELCOMES LAVAL AT WHITE HOUSE \- Page 1*](https://nyti.ms/3rIcGgP), **Notes:** The [Hoover Moratorium](https://en.wikipedia.org/wiki/Hoover_Moratorium) was a public statement issued by United States President [Herbert Hoover](https://en.wikipe"
https://en.wikipedia.org/wiki/Herbert_Hoover,Web,wikipedia.org,,Time,,,"over Moratorium](https://en.wikipedia.org/wiki/Hoover_Moratorium) was a public statement issued by United States President [Herbert Hoover](https://en.wikipedia.org/wiki/Herbert_Hoover) on June 20, 1931, who hoped to ease the coming international economic crisis and provide time"
https://en.wikipedia.org/wiki/Moratorium_\(law\,Web,wikipedia.org,,Time,,,"e 20, 1931, who hoped to ease the coming international economic crisis and provide time for recovery by instituting a one-year [moratorium](https://en.wikipedia.org/wiki/Moratorium_\(law\)) on payments of German and inter-Allied [war debt](https://en.wikipedia.org/wiki/War_debt)"
https://en.wikipedia.org/wiki/War_debt,Web,wikipedia.org,,wikipedia.org,,,by instituting a one-year [moratorium](https://en.wikipedia.org/wiki/Moratorium_\(law\)) on payments of German and inter-Allied [war debt](https://en.wikipedia.org/wiki/War_debt) stemming from [World War I](https://en.wikipedia.org/wiki/World_War_I). The proposal would postpone
https://en.wikipedia.org/wiki/World_War_I,Web,wikipedia.org,,wikipedia.org,,,"i/Moratorium_\(law\)) on payments of German and inter-Allied [war debt](https://en.wikipedia.org/wiki/War_debt) stemming from [World War I](https://en.wikipedia.org/wiki/World_War_I). The proposal would postpone the repayment of both capital and interest. Many, both in the United"
https://en.wikipedia.org/wiki/Hoover_Moratorium#cite_note-hoover-1,Web,wikipedia.org,,wikipedia.org,,,"l would postpone the repayment of both capital and interest. Many, both in the United States and abroad, were outraged by this idea.[\[1\]](https://en.wikipedia.org/wiki/Hoover_Moratorium#cite_note-hoover-1) “In support of the Hoover Moratorium Laval undertook a year of personal"
https://en.wikipedia.org/wiki/United_States_Congress,Web,wikipedia.org,,wikipedia.org,,,"um Laval undertook a year of personal and direct diplomacy by which he traveled to London, Berlin and the United States.” The [US Congress](https://en.wikipedia.org/wiki/United_States_Congress) did not approve the Hoover Moratorium until December 1931\. Laval was found guilty of"
https://en.wikipedia.org/wiki/Pierre_Laval#cite_note-5,Web,wikipedia.org,,wikipedia.org,,,"State and collaboration with the enemy, and after a thwarted suicide attempt, he was executed by firing squad in October 15, 1945\.[\[5\]](https://en.wikipedia.org/wiki/Pierre_Laval#cite_note-5) [British Security Coordination](https://en.wikipedia.org/wiki/British_Security_Coord"
https://en.wikipedia.org/wiki/British_Security_Coordination,Web,wikipedia.org,,wikipedia.org,,,"ecuted by firing squad in October 15, 1945\.[\[5\]](https://en.wikipedia.org/wiki/Pierre_Laval#cite_note-5) [British Security Coordination](https://en.wikipedia.org/wiki/British_Security_Coordination) (BSC)’s Bermuda operation intercepted messages \[194?\] in which Josette Laval"
https://www.barnesandnoble.com/s/%22William%20Stevenson%22?Ntk=P_key_Contributor_List&Ns=P_Sales_Rank&Ntx=mode+matchall,Web,barnesandnoble.com,,barnesandnoble.com,,,Vichy/Nazi. Source \- A Man Called Intrepid: The Incredible True Story of the Master Spy Who Helped Win World War II by [William Stevenson](https://www.barnesandnoble.com/s/%22William%20Stevenson%22?Ntk=P_key_Contributor_List&Ns=P_Sales_Rank&Ntx=mode+matchall) page \[\*\*\]
https://drive.google.com/file/d/1HqbgfiD3SJ3rMbbnqLklYJrTvZGM91W5/view?usp=drive_link,Web,google.com,,google.com,,,"*Sequoia*: Presidential Yacht, Giles Kelly, pp. 15-16;[1932.02.27\_The\_Miami\_Herald.jpg](https://drive.google.com/file/d/1HqbgfiD3SJ3rMbbnqLklYJrTvZGM91W5/view?usp=drive_link) [1932.02.28\_F\_Visit\_to\_Sea\_Island\_Multiple\_Sou"
https://drive.google.com/drive/folders/1KzojFc91-Z8BBgs4rd61MCzzaefK13hE?usp=sharing,Web,google.com,,google.com,,,//drive.google.com/file/d/1HqbgfiD3SJ3rMbbnqLklYJrTvZGM91W5/view?usp=drive_link) [1932.02.28\_F\_Visit\_to\_Sea\_Island\_Multiple\_Sources](https://drive.google.com/drive/folders/1KzojFc91-Z8BBgs4rd61MCzzaefK13hE?usp=sharing); Pages 5-15: [1932\_Box\_389\_Presidential\_Subject\_F
https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\,Web,dropbox.com,,dropbox.com,,,o\_Hoovers\_use\_of\_Sequoia.pdf](https://drive.google.com/file/d/13XpHbxfyntX0w8rs5JqRuFm4Euby9Kol/view?usp=drive_link) [similar articles](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Pr
"http://content.time.com/time/subscriber/article/0,33009,744223,00.html",Web,time.com,,Time,,16,"Sequoia: Presidential Yacht, Giles Kelly, p. 16; [Time magazine article](http://content.time.com/time/subscriber/article/0,33009,744223,00.html); [1932.08.15-17\_F\_Multiple\_Sources](https://drive.google.com/driv"
https://drive.google.com/drive/folders/1PmqkayrpfS1U7aw0Wl0uvhdpxyRyV895?usp=sharing,Web,google.com,,Time,,,"16; [Time magazine article](http://content.time.com/time/subscriber/article/0,33009,744223,00.html); [1932.08.15-17\_F\_Multiple\_Sources](https://drive.google.com/drive/folders/1PmqkayrpfS1U7aw0Wl0uvhdpxyRyV895?usp=sharing) [https://hoover.archives.gov/research/collections/manu"
https://hoover.archives.gov/research/collections/manuscriptfindingaids/newton,Archive,archives.gov,,National Archives,,,"4223,00.html); [1932.08.15-17\_F\_Multiple\_Sources](https://drive.google.com/drive/folders/1PmqkayrpfS1U7aw0Wl0uvhdpxyRyV895?usp=sharing) [https://hoover.archives.gov/research/collections/manuscriptfindingaids/newton](https://hoover.archives.gov/research/collections/manuscriptfi"
https://www.presidency.ucsb.edu/documents/statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury,Web,ucsb.edu,,ucsb.edu,,,ves.gov/research/collections/manuscriptfindingaids/newton) [statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury](https://www.presidency.ucsb.edu/documents/statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury) [https://www.loc.g
https://www.loc.gov/item/2002699783/,Archive,loc.gov,1932-08-14,New York Times,,,ry-the-treasury](https://www.presidency.ucsb.edu/documents/statement-about-the-resignation-walter-e-hope-assistant-secretary-the-treasury) [https://www.loc.gov/item/2002699783/](https://www.loc.gov/item/2002699783/) * [1932-08-14 NYT \- “*HOOVER TO FISH IN CHESAPEAKE BAY FOR REST
https://nyti.ms/3C1qbgT,Web,nyti.ms,1932-08-14,New York Times,*HOOVER TO FISH IN CHESAPEAKE BAY FOR REST,1,gov/item/2002699783/](https://www.loc.gov/item/2002699783/) * [1932-08-14 NYT \- “*HOOVER TO FISH IN CHESAPEAKE BAY FOR REST” \-* *Page 1*](https://nyti.ms/3C1qbgT) * [1932-08-15 NYT \- *“HOOVER STARTS FISHING CRUISE ON SEQUOIA” \- Page 1*](https://nyti.ms/3BWoX6L) * [*FIRST DAY
https://nyti.ms/3BWoX6L,Web,nyti.ms,1932-08-15,New York Times,HOOVER STARTS FISHING CRUISE ON SEQUOIA,1,CHESAPEAKE BAY FOR REST” \-* *Page 1*](https://nyti.ms/3C1qbgT) * [1932-08-15 NYT \- *“HOOVER STARTS FISHING CRUISE ON SEQUOIA” \- Page 1*](https://nyti.ms/3BWoX6L) * [*FIRST DAY ANGLING IN CHESAPEAKE BAY \- Page 2*](https://nyti.ms/3ldUf31) * *[1932.08.16\_The\_Salisbury\_Times.
https://nyti.ms/3ldUf31,Web,nyti.ms,,New York Times,HOOVER STARTS FISHING CRUISE ON SEQUOIA,1,NYT \- *“HOOVER STARTS FISHING CRUISE ON SEQUOIA” \- Page 1*](https://nyti.ms/3BWoX6L) * [*FIRST DAY ANGLING IN CHESAPEAKE BAY \- Page 2*](https://nyti.ms/3ldUf31) * *[1932.08.16\_The\_Salisbury\_Times.jpg](https://drive.google.com/file/d/1lLLsPeY-I1ARO9mp30oR5hfsaF3n4yTQ/view?u
https://drive.google.com/file/d/1lLLsPeY-I1ARO9mp30oR5hfsaF3n4yTQ/view?usp=drive_link,Web,google.com,,The Salisbury Times,,2,://nyti.ms/3BWoX6L) * [*FIRST DAY ANGLING IN CHESAPEAKE BAY \- Page 2*](https://nyti.ms/3ldUf31) * *[1932.08.16\_The\_Salisbury\_Times.jpg](https://drive.google.com/file/d/1lLLsPeY-I1ARO9mp30oR5hfsaF3n4yTQ/view?usp=drive_link)* * *[1932.08.16\_Hoover\_gets\_nice\_mess\_of\_trout\
https://drive.google.com/file/d/10IkJMe3aqOilFdBc0avq9oIQ8U1RK_WR/view?usp=drive_link,Web,google.com,1932-08-17,New York Times,,,?usp=drive_link)* * *[1932.08.16\_Hoover\_gets\_nice\_mess\_of\_trout\_and\_bluefish\_on\_first\_day\_of\_angling\_in\_chesapeake\_bay.pdf](https://drive.google.com/file/d/10IkJMe3aqOilFdBc0avq9oIQ8U1RK_WR/view?usp=drive_link)* * [1932-08-17 NYT \- *HOOVER CATCHES FIFTEEN TROUT I
https://nyti.ms/3ldbVf7,Web,nyti.ms,1932-08-17,New York Times,,3,"iew?usp=drive_link)* * [1932-08-17 NYT \- *HOOVER CATCHES FIFTEEN TROUT IN CHESAPEAKE; VETERAN FISHMAN GUIDE CONCEDES HIS SKILL \- Page 3*](https://nyti.ms/3ldbVf7) “Germany is well able to meet reparation payments, it is said by Henry M. Robinson, co-author of the Dawes plan and"
https://en.wikipedia.org/wiki/National_Foreign_Trade_Council,Web,wikipedia.org,,wikipedia.org,,,"of the Dawes plan and President of the First National Bank of Los Angeles, in a report made public by the [National Foreign Trade Council](https://en.wikipedia.org/wiki/National_Foreign_Trade_Council).”"
https://www.britishpathe.com/video/hoover-and-wife-leave-for-vacation-aka-newsflashes/query/hoover,Web,britishpathe.com,1933-12-23,britishpathe.com,,17,"Sequoia: Presidential Yacht, Giles Kelly, p. 17; [1933-12-23 \- British Pathé (Video\-News Flash) Hoover Departs Savana on Sequoia](https://www.britishpathe.com/video/hoover-and-wife-leave-for-vacation-aka-newsflashes/query/hoover); [1932.12.26\_F\_Trip\_To\_Fl\_(GREAT FR"
https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link,Web,google.com,,google.com,,,.britishpathe.com/video/hoover-and-wife-leave-for-vacation-aka-newsflashes/query/hoover); [1932.12.26\_F\_Trip\_To\_Fl\_(GREAT FRONT PAGE)](https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link) [1932.12.23-1933.01.03\_F\_Multiple\_Sources](https
https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing,Web,google.com,,google.com,,,GE)](https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link) [1932.12.23-1933.01.03\_F\_Multiple\_Sources](https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing) [3\. 1932.12.24\_Campbell\_Corresp.pdf](https://drive.
https://drive.google.com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link,Web,google.com,,Library of Congress,,,ple\_Sources](https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing) [3\. 1932.12.24\_Campbell\_Corresp.pdf](https://drive.google.com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link) [https://www.loc.gov/item/91719228/](https://www.loc.
https://www.loc.gov/item/91719228/,Archive,loc.gov,,Library of Congress,,,sp=sharing) [3\. 1932.12.24\_Campbell\_Corresp.pdf](https://drive.google.com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link) [https://www.loc.gov/item/91719228/](https://www.loc.gov/item/91719228/) [https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115\&context=ann
https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115\&context=annals-of-iowa,Web,uiowa.edu,,Library of Congress,,,com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link) [https://www.loc.gov/item/91719228/](https://www.loc.gov/item/91719228/) [https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115\&context=annals-of-iowa](https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115&conte
https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115&context=annals-of-iowa,Web,uiowa.edu,,Library of Congress,,,oc.gov/item/91719228/](https://www.loc.gov/item/91719228/) [https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115\&context=annals-of-iowa](https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115&context=annals-of-iowa) https://sapelonerr.org/wp-content/uploads/2012/12/Historical-
https://sapelonerr.org/wp-content/uploads/2012/12/Historical-Building-on-Sapelo-Island2.pdf,Document,sapelonerr.org,,sapelonerr.org,,,u/cgi/viewcontent.cgi?article=12115\&context=annals-of-iowa](https://ir.uiowa.edu/cgi/viewcontent.cgi?article=12115&context=annals-of-iowa) https://sapelonerr.org/wp-content/uploads/2012/12/Historical-Building-on-Sapelo-Island2.pdf [1\. Source\_Information \_About\_the\_Franklin\
https://drive.google.com/file/d/1UVxafcFjNIfdWCyjDrIfiVlpN6gsuamo/view?usp=drive_link,Web,google.com,,google.com,,,ilding-on-Sapelo-Island2.pdf [1\. Source\_Information \_About\_the\_Franklin\_D.\_Roosevelt\_Day\_By\_Day\_Project - FDR: Day\_by\_Day.pdf](https://drive.google.com/file/d/1UVxafcFjNIfdWCyjDrIfiVlpN6gsuamo/view?usp=drive_link) [https://millercenter.org/president/franklin-d-roosev
https://millercenter.org/president/franklin-d-roosevelt/key-events,Web,millercenter.org,,millercenter.org,,,elt\_Day\_By\_Day\_Project - FDR: Day\_by\_Day.pdf](https://drive.google.com/file/d/1UVxafcFjNIfdWCyjDrIfiVlpN6gsuamo/view?usp=drive_link) [https://millercenter.org/president/franklin-d-roosevelt/key-events](https://millercenter.org/president/franklin-d-roosevelt/key-events) Pres
https://drive.google.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link,Web,google.com,,google.com,,,ents](https://millercenter.org/president/franklin-d-roosevelt/key-events) Press Clippings: [1933.03.26\_Chattanooga\_Daily\_Times\_pg4.jpg](https://drive.google.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link) [1933.04.20\_The\_News\_Journal\_Description\_of\_Seq
https://drive.google.com/file/d/14-z0MnfK91i_Y8M5w6zTpkrwcXhxxu2G/view?usp=drive_link,Web,google.com,,google.com,,,ogle.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link) [1933.04.20\_The\_News\_Journal\_Description\_of\_Sequoia\_pg27.pdf](https://drive.google.com/file/d/14-z0MnfK91i_Y8M5w6zTpkrwcXhxxu2G/view?usp=drive_link)
http://www.arlingtoncemetery.net/henrylat.htm,Web,arlingtoncemetery.net,,arlingtoncemetery.net,,5,[http://www.arlingtoncemetery.net/henrylat.htm](http://www.arlingtoncemetery.net/henrylat.htm) [Sequoia Logbook 1933 (page 5\)](https://drive
https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/view?usp=sharing#page=6,Web,google.com,,google.com,,5,[http://www.arlingtoncemetery.net/henrylat.htm](http://www.arlingtoncemetery.net/henrylat.htm) [Sequoia Logbook 1933 (page 5\)](https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/view?usp=sharing#page=6) nan
http://www.fdrlibrary.marist.edu/daybyday/daylog/april-23rd-1933/,Web,marist.edu,1933-04-23,marist.edu,,,"[1933-04-23 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/april-23rd-1933/), local copy [1933.04.23\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/"
https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link,Web,google.com,,google.com,,,"33-04-23 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/april-23rd-1933/), local copy [1933.04.23\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link), [Sequoia Logbook 1933 (p 7\)](https://drive.google.c"
https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/edit?disco=AAAAPlN3ct4,Web,google.com,1933-04-23,New York Times,,,"DR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link), [Sequoia Logbook 1933 (p 7\)](https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/edit?disco=AAAAPlN3ct4), [1933-04-23 NYT \- *”PARLEY IS HELD ON YACHT” \-"
https://nyti.ms/3C1oZtS,Web,nyti.ms,1933-04-23,New York Times,,,".google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/edit?disco=AAAAPlN3ct4), [1933-04-23 NYT \- *”PARLEY IS HELD ON YACHT” \- Pages 1, 2*](https://nyti.ms/3C1oZtS); [Time: *The Weekly Newsmagazine*](https://www.google.com/books/edition/Time/JiEHAQAAIAAJ?hl=en&gbpv=1&dq=%20sequoi"
https://www.google.com/books/edition/Time/JiEHAQAAIAAJ?hl=en&gbpv=1&dq=%20sequoia&pg=RA4-PA9&printsec=frontcover,Web,google.com,1933-04-23,New York Times,,,"sco=AAAAPlN3ct4), [1933-04-23 NYT \- *”PARLEY IS HELD ON YACHT” \- Pages 1, 2*](https://nyti.ms/3C1oZtS); [Time: *The Weekly Newsmagazine*](https://www.google.com/books/edition/Time/JiEHAQAAIAAJ?hl=en&gbpv=1&dq=%20sequoia&pg=RA4-PA9&printsec=frontcover)*;* [1933.04.22\_The\_Piqua"
https://drive.google.com/file/d/1is4mY8yBM8jsBe0ohZeWMX0ZtBxfzK0I/view?usp=drive_link,Web,google.com,,Time,,,com/books/edition/Time/JiEHAQAAIAAJ?hl=en&gbpv=1&dq=%20sequoia&pg=RA4-PA9&printsec=frontcover)*;* [1933.04.22\_The\_Piqua\_Daily\_Call.jpg](https://drive.google.com/file/d/1is4mY8yBM8jsBe0ohZeWMX0ZtBxfzK0I/view?usp=drive_link) [1933.04.24\_The\_Philadelphia\_Inquirer\_full\_pg3.j
