url,source_type,source_origin,publication_date,publication,headline,page,notes
https://drive.google.com/file/d/10IkJMe3aqOilFdBc0avq9oIQ8U1RK_WR/view?usp=drive_link,Web,google.com,1932-08-17,New York Times,,,?usp=drive_link)* * *[1932.08.16\_Hoover\_gets\_nice\_mess\_of\_trout\_and\_bluefish\_on\_first\_day\_of\_angling\_in\_chesapeake\_bay.pdf](https://drive.google.com/file/d/10IkJMe3aqOilFdBc0avq9oIQ8U1RK_WR/view?usp=drive_link)* * [1932-08-17 NYT \- *HOOVER CATCHES FIFTEEN TROUT I
https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link,Web,google.com,,google.com,,,.britishpathe.com/video/hoover-and-wife-leave-for-vacation-aka-newsflashes/query/hoover); [1932.12.26\_F\_Trip\_To\_Fl\_(GREAT FRONT PAGE)](https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link) [1932.12.23-1933.01.03\_F\_Multiple\_Sources](https
https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing,Web,google.com,,google.com,,,GE)](https://drive.google.com/drive/folders/1olF6VlsojDg09fw7IfHU1fB7_9bk1iXz?usp=drive_link) [1932.12.23-1933.01.03\_F\_Multiple\_Sources](https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing) [3\. 1932.12.24\_Campbell\_Corresp.pdf](https://drive.
https://drive.google.com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link,Web,google.com,,Library of Congress,,,ple\_Sources](https://drive.google.com/drive/folders/16gIHDy6USt6bPIV-sffC6CWcZnXXpe05?usp=sharing) [3\. 1932.12.24\_Campbell\_Corresp.pdf](https://drive.google.com/file/d/14jQJ3enlp8Qm4APVMj0lSTbePCvEkbiF/view?usp=drive_link) [https://www.loc.gov/item/91719228/](https://www.loc.
https://drive.google.com/file/d/1UVxafcFjNIfdWCyjDrIfiVlpN6gsuamo/view?usp=drive_link,Web,google.com,,google.com,,,ilding-on-Sapelo-Island2.pdf [1\. Source\_Information \_About\_the\_Franklin\_D.\_Roosevelt\_Day\_By\_Day\_Project - FDR: Day\_by\_Day.pdf](https://drive.google.com/file/d/1UVxafcFjNIfdWCyjDrIfiVlpN6gsuamo/view?usp=drive_link) [https://millercenter.org/president/franklin-d-roosev
https://drive.google.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link,Web,google.com,,google.com,,,ents](https://millercenter.org/president/franklin-d-roosevelt/key-events) Press Clippings: [1933.03.26\_Chattanooga\_Daily\_Times\_pg4.jpg](https://drive.google.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link) [1933.04.20\_The\_News\_Journal\_Description\_of\_Seq
https://drive.google.com/file/d/14-z0MnfK91i_Y8M5w6zTpkrwcXhxxu2G/view?usp=drive_link,Web,google.com,,google.com,,,ogle.com/file/d/1Ns_25ZtE5mIqs-d_QcmN74Z7mK-78nph/view?usp=drive_link) [1933.04.20\_The\_News\_Journal\_Description\_of\_Sequoia\_pg27.pdf](https://drive.google.com/file/d/14-z0MnfK91i_Y8M5w6zTpkrwcXhxxu2G/view?usp=drive_link)
https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/view?usp=sharing#page=6,Web,google.com,,google.com,,5.0,[http://www.arlingtoncemetery.net/henrylat.htm](http://www.arlingtoncemetery.net/henrylat.htm) [Sequoia Logbook 1933 (page 5\)](https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/view?usp=sharing#page=6) nan
https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link,Web,google.com,,google.com,,,"33-04-23 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/april-23rd-1933/), local copy [1933.04.23\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link), [Sequoia Logbook 1933 (p 7\)](https://drive.google.c"
https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/edit?disco=AAAAPlN3ct4,Web,google.com,1933-04-23,New York Times,,,"DR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1gJ0yhJs_hPBCuvSgDql3Vbnr42fFwRlJ/view?usp=drive_link), [Sequoia Logbook 1933 (p 7\)](https://drive.google.com/file/d/1ArrE6smmcCFXzVwaGP7WJuwiFsJGuxiX/edit?disco=AAAAPlN3ct4), [1933-04-23 NYT \- *”PARLEY IS HELD ON YACHT” \-"
https://drive.google.com/file/d/1is4mY8yBM8jsBe0ohZeWMX0ZtBxfzK0I/view?usp=drive_link,Web,google.com,,Time,,,com/books/edition/Time/JiEHAQAAIAAJ?hl=en&gbpv=1&dq=%20sequoia&pg=RA4-PA9&printsec=frontcover)*;* [1933.04.22\_The\_Piqua\_Daily\_Call.jpg](https://drive.google.com/file/d/1is4mY8yBM8jsBe0ohZeWMX0ZtBxfzK0I/view?usp=drive_link) [1933.04.24\_The\_Philadelphia\_Inquirer\_full\_pg3.j
https://drive.google.com/file/d/1bUeQ5L72_hUb9QdV76b1eZSAcDfsBEd6/view?usp=drive_link,Web,google.com,,google.com,,,s://drive.google.com/file/d/1is4mY8yBM8jsBe0ohZeWMX0ZtBxfzK0I/view?usp=drive_link) [1933.04.24\_The\_Philadelphia\_Inquirer\_full\_pg3.jpg](https://drive.google.com/file/d/1bUeQ5L72_hUb9QdV76b1eZSAcDfsBEd6/view?usp=drive_link) [1933.04.24\_St.\_Louis\_Globe\_Democrat\_at\_Newspap
https://drive.google.com/file/d/1s8m4sb-OF9PWfqrkXoheSnzcpIbx-WUT/view?usp=drive_link,Web,google.com,,Newspapers.com,,,le.com/file/d/1bUeQ5L72_hUb9QdV76b1eZSAcDfsBEd6/view?usp=drive_link) [1933.04.24\_St.\_Louis\_Globe\_Democrat\_at\_Newspapers.com\_pg4.pdf](https://drive.google.com/file/d/1s8m4sb-OF9PWfqrkXoheSnzcpIbx-WUT/view?usp=drive_link) [1933.04.24\_The\_Baltimore\_Sun\_pg2.jpg](https://dr
https://drive.google.com/file/d/1Fmh6yK_xVgiJfochwomvPdZ1957HhAcc/view?usp=drive_link,Web,google.com,,google.com,,,_pg4.pdf](https://drive.google.com/file/d/1s8m4sb-OF9PWfqrkXoheSnzcpIbx-WUT/view?usp=drive_link) [1933.04.24\_The\_Baltimore\_Sun\_pg2.jpg](https://drive.google.com/file/d/1Fmh6yK_xVgiJfochwomvPdZ1957HhAcc/view?usp=drive_link) [1933.04.24\_The\_Morning\_Call\_pg1.jpg](https://dri
https://drive.google.com/file/d/140U8oQa7zZYabbaTpCGuZ25m6gvtLl3R/view?usp=drive_link,Web,google.com,,google.com,,,\_pg2.jpg](https://drive.google.com/file/d/1Fmh6yK_xVgiJfochwomvPdZ1957HhAcc/view?usp=drive_link) [1933.04.24\_The\_Morning\_Call\_pg1.jpg](https://drive.google.com/file/d/140U8oQa7zZYabbaTpCGuZ25m6gvtLl3R/view?usp=drive_link) [1933.04.24\_Wilmington\_Daily\_Press\_Journal\_pg1.j
https://drive.google.com/file/d/1oPQ1qJTf_aq6f40gq6uy8iE7q0Rb6Ncd/view?usp=drive_link,Web,google.com,,google.com,,,s://drive.google.com/file/d/140U8oQa7zZYabbaTpCGuZ25m6gvtLl3R/view?usp=drive_link) [1933.04.24\_Wilmington\_Daily\_Press\_Journal\_pg1.jpg](https://drive.google.com/file/d/1oPQ1qJTf_aq6f40gq6uy8iE7q0Rb6Ncd/view?usp=drive_link) [1933.04.24\_Wilmington\_Daily\_Press\_Journal\_pg8.j
https://drive.google.com/file/d/1N0fjOptv1LpWgObCZr6Ifu6YfiVf1KJi/view?usp=drive_link,Web,google.com,,google.com,,,s://drive.google.com/file/d/1oPQ1qJTf_aq6f40gq6uy8iE7q0Rb6Ncd/view?usp=drive_link) [1933.04.24\_Wilmington\_Daily\_Press\_Journal\_pg8.jpg](https://drive.google.com/file/d/1N0fjOptv1LpWgObCZr6Ifu6YfiVf1KJi/view?usp=drive_link) [1933.04.26\_The\_Los\_Angeles\_Times\_pg2.jpg](https
https://drive.google.com/file/d/116YDY59BFVarxBtwCubbHIh60pXtKqMR/view?usp=drive_link,Web,google.com,,google.com,,,jpg](https://drive.google.com/file/d/1N0fjOptv1LpWgObCZr6Ifu6YfiVf1KJi/view?usp=drive_link) [1933.04.26\_The\_Los\_Angeles\_Times\_pg2.jpg](https://drive.google.com/file/d/116YDY59BFVarxBtwCubbHIh60pXtKqMR/view?usp=drive_link)
https://drive.google.com/file/d/1Irf572OdWpA8W_ZH2FqXFKjWaL3qelTB/view?usp=drive_link,Web,google.com,,google.com,,,"933-04-30 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/april-30th-1933/), local copy[1933.04.30\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1Irf572OdWpA8W_ZH2FqXFKjWaL3qelTB/view?usp=drive_link) [1933.05.01\_The\_Baltimore\_Sun.jpg](https://drive.g"
https://drive.google.com/file/d/10o-6NIxUM7A8kKnKPXGhcyHaoNCoLGGe/view?usp=drive_link,Web,google.com,,google.com,,,\_by\_Day.pdf](https://drive.google.com/file/d/1Irf572OdWpA8W_ZH2FqXFKjWaL3qelTB/view?usp=drive_link) [1933.05.01\_The\_Baltimore\_Sun.jpg](https://drive.google.com/file/d/10o-6NIxUM7A8kKnKPXGhcyHaoNCoLGGe/view?usp=drive_link) [1933.05.01\_Times\_Union\_Eleanor\_Takes\_Hunter\_Gi
https://drive.google.com/file/d/1CSK3taLRYc-itLHYBCPjaJSo0GZuSE2l/view?usp=drive_link,Web,google.com,,google.com,,,le/d/10o-6NIxUM7A8kKnKPXGhcyHaoNCoLGGe/view?usp=drive_link) [1933.05.01\_Times\_Union\_Eleanor\_Takes\_Hunter\_Girls\_on\_Sequoia\_pg2.pdf](https://drive.google.com/file/d/1CSK3taLRYc-itLHYBCPjaJSo0GZuSE2l/view?usp=drive_link) [1933.05.04\_Lubbock\_Morning\_Avalanche\_pg5.jpg](ht
https://drive.google.com/file/d/1tdhxTbJ2PA7ShdtVwGPC4oBa58zFrR0I/view?usp=drive_link,Web,google.com,,google.com,,,](https://drive.google.com/file/d/1CSK3taLRYc-itLHYBCPjaJSo0GZuSE2l/view?usp=drive_link) [1933.05.04\_Lubbock\_Morning\_Avalanche\_pg5.jpg](https://drive.google.com/file/d/1tdhxTbJ2PA7ShdtVwGPC4oBa58zFrR0I/view?usp=drive_link)
https://drive.google.com/file/d/1TrLed7K6YWkhboJQBe4UUZtTTqmuyfE6/view?usp=sharing,Web,google.com,1933-05-14,google.com,,,"[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1TrLed7K6YWkhboJQBe4UUZtTTqmuyfE6/view?usp=sharing), [1933-05-14 FDR Day by Day](http://www.fdrlibrary.maris"
https://drive.google.com/file/d/16QNUBxtUPatgyZSNjLR9sEO8a5zWd7fP/view?usp=drive_link,Web,google.com,1933-05-14,google.com,,,"), [1933-05-14 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-14th-1933/) [1933.05.15\_Press\_and\_Sun\_Bulletin.jpg](https://drive.google.com/file/d/16QNUBxtUPatgyZSNjLR9sEO8a5zWd7fP/view?usp=drive_link) [1933.5.19\_Vidette\_Messenger\_of\_Porter\_County\_"""
https://drive.google.com/file/d/1NgwjX6r4FRz-bZkH4doDvcuWj269AWVq/view?usp=drive_link,Web,google.com,,google.com,FDR\_Plans\_New\_Deal\_on\_Sequoia,,"ZSNjLR9sEO8a5zWd7fP/view?usp=drive_link) [1933.5.19\_Vidette\_Messenger\_of\_Porter\_County\_""FDR\_Plans\_New\_Deal\_on\_Sequoia""\_pg1.pdf](https://drive.google.com/file/d/1NgwjX6r4FRz-bZkH4doDvcuWj269AWVq/view?usp=drive_link) Possible McFadden: [Bernarr McFadden](https://en.wiki"
https://drive.google.com/file/d/1zdXCXQPy_Qi5J-wiLVRIwkoOqyczxPnl/view?usp=drive_link,Web,google.com,,google.com,FDR\_Spends\_first\_night away\_from\_WH\_on\_Sequoia,,"ybyday/daylog/may-21st-1933/) [1933.05.22\_The\_Nebraska\_State\_Journal\_""FDR\_Spends\_first\_night away\_from\_WH\_on\_Sequoia""\_pg1.pdf](https://drive.google.com/file/d/1zdXCXQPy_Qi5J-wiLVRIwkoOqyczxPnl/view?usp=drive_link) nan"
https://drive.google.com/file/d/16qJuagZZMUkYttOiZ6keMwJi_7TZxkct/view?usp=drive_link,Web,google.com,,google.com,,,"FDR Library FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-28th-1933/) [1933.05.29\_The\_Minneapolis\_Star\_pg5.jpg](https://drive.google.com/file/d/16qJuagZZMUkYttOiZ6keMwJi_7TZxkct/view?usp=drive_link) [JFK Library \- John F. Cahill, Oral History Intervie"
https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing,Web,google.com,1933-06-04,google.com,,,"[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing), [1933-06-04 FDR Day by Day](http://www.fdrlibrary.maris"
https://drive.google.com/file/d/1_gfWyYd_JSHeRP4FYGFv6I70ahxW0HEc/view?usp=sharing,Web,google.com,,google.com,,,[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1_gfWyYd_JSHeRP4FYGFv6I70ahxW0HEc/view?usp=sharing) nan
https://drive.google.com/file/d/14f-kQDHqqAog4aEzS-nljh3YBLmrn3qF/view?usp=drive_link,Web,google.com,,google.com,,,nan [1933.07.09\_Fort\_Worth\_Star\_Telegram.jpg](https://drive.google.com/file/d/14f-kQDHqqAog4aEzS-nljh3YBLmrn3qF/view?usp=drive_link)
https://drive.google.com/file/d/1alPZ1sXZWu1_3PvvwHPrcgnuTLiHlcEg/view?usp=drive_link,Web,google.com,1933-07-16,google.com,,,"), [1933-07-16 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/july-16th-1933/); [1933.07.15\_The\_Morning\_Post\_pg2.jpg](https://drive.google.com/file/d/1alPZ1sXZWu1_3PvvwHPrcgnuTLiHlcEg/view?usp=drive_link) [1933.07.16\_F\_](https://drive.google.com/drive/fold"
https://drive.google.com/drive/folders/1eCyiz4dVd-jjY59XNUGaf2XcZdhfsvZP?usp=drive_link,Web,google.com,,google.com,,,7.15\_The\_Morning\_Post\_pg2.jpg](https://drive.google.com/file/d/1alPZ1sXZWu1_3PvvwHPrcgnuTLiHlcEg/view?usp=drive_link) [1933.07.16\_F\_](https://drive.google.com/drive/folders/1eCyiz4dVd-jjY59XNUGaf2XcZdhfsvZP?usp=drive_link) [1933.07.16\_F\_Arizona\_Daily\_Star\_Company\_Unio
https://drive.google.com/drive/folders/1O-BDCRZrUR-_Cax_tdLD-bcwWE0eeaN9?usp=drive_link,Web,google.com,,google.com,,,.com/drive/folders/1eCyiz4dVd-jjY59XNUGaf2XcZdhfsvZP?usp=drive_link) [1933.07.16\_F\_Arizona\_Daily\_Star\_Company\_Union\_in\_Steel\_Code](https://drive.google.com/drive/folders/1O-BDCRZrUR-_Cax_tdLD-bcwWE0eeaN9?usp=drive_link) [1933.07.17\_F\_Daily\_News\_NY\_Millions\_to\_Get\
https://drive.google.com/drive/folders/1bnTowIjhsfzmFHfbCoxzvI5tdUFgVbRZ?usp=drive_link,Web,google.com,,google.com,,,DCRZrUR-_Cax_tdLD-bcwWE0eeaN9?usp=drive_link) [1933.07.17\_F\_Daily\_News\_NY\_Millions\_to\_Get\_Pay\_Boosts\_Today\_Under\_NIRA\_Program](https://drive.google.com/drive/folders/1bnTowIjhsfzmFHfbCoxzvI5tdUFgVbRZ?usp=drive_link) [1933.07.17\_The\_Winnipeg\_Tribune\_pg17.jpg](http
https://drive.google.com/file/d/1OYOobBJefzYqMPm5IZY7wUP6DLiF-CG-/view?usp=drive_link,Web,google.com,,google.com,,,am](https://drive.google.com/drive/folders/1bnTowIjhsfzmFHfbCoxzvI5tdUFgVbRZ?usp=drive_link) [1933.07.17\_The\_Winnipeg\_Tribune\_pg17.jpg](https://drive.google.com/file/d/1OYOobBJefzYqMPm5IZY7wUP6DLiF-CG-/view?usp=drive_link) **Notes:** [The Secret Diary of Harold L. Ickes \- Pa
https://drive.google.com/file/d/1nkLC8fEhdCPevowKa7vqRBZeNnd8OqFs/view?usp=drive_link,Web,google.com,1933-07-23,google.com,,,", [1933-07-23 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/july-23rd-1933/) *[1933.07.22\_The\_Daily\_News\_Leader.jpg](https://drive.google.com/file/d/1nkLC8fEhdCPevowKa7vqRBZeNnd8OqFs/view?usp=drive_link)*"
https://drive.google.com/file/d/1-dIfMbzeOa4mnM4WvLcUbEcobgvRSNeH/view?usp=sharing,Web,google.com,1933-09-09,google.com,,,[Sequoia Logbook 1933 (p 2\)](https://drive.google.com/file/d/1-dIfMbzeOa4mnM4WvLcUbEcobgvRSNeH/view?usp=sharing); [1933-09-09 FDR Day by Day](http://www.fdrlibrary.maris
https://drive.google.com/file/d/1LJBwG_zkNz-Rm6AABUUeDUP0bQyMEUZU/view?usp=drive_link,Web,google.com,,google.com,,,"10 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/september-10th-1933/), local copies [1933.09.09\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1LJBwG_zkNz-Rm6AABUUeDUP0bQyMEUZU/view?usp=drive_link), [1933.09.10\_FDR\_Day\_by\_Day.pdf](https://drive.go"
https://drive.google.com/file/d/1g9Fy42jJV4Fwp3j365QkNNEhy7h_qbdq/view?usp=drive_link,Web,google.com,,google.com,,,"y\_by\_Day.pdf](https://drive.google.com/file/d/1LJBwG_zkNz-Rm6AABUUeDUP0bQyMEUZU/view?usp=drive_link), [1933.09.10\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1g9Fy42jJV4Fwp3j365QkNNEhy7h_qbdq/view?usp=drive_link) [1933.09.10\_F\_Sequoia\_Marine\_Base\_Cuba](https://"
https://drive.google.com/drive/folders/1M5S3_j_PQWozZAIvCm5Lf_9YDj1XQpkj?usp=drive_link,Web,google.com,,google.com,,,ay.pdf](https://drive.google.com/file/d/1g9Fy42jJV4Fwp3j365QkNNEhy7h_qbdq/view?usp=drive_link) [1933.09.10\_F\_Sequoia\_Marine\_Base\_Cuba](https://drive.google.com/drive/folders/1M5S3_j_PQWozZAIvCm5Lf_9YDj1XQpkj?usp=drive_link)
https://drive.google.com/file/d/1P6BaSsRBBc0MtSK2tDg6W7u3FaqbaiEq/view?usp=drive_link,Web,google.com,,google.com,,,"4 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/september-24th-1933/) , local copies [1933.09.22\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1P6BaSsRBBc0MtSK2tDg6W7u3FaqbaiEq/view?usp=drive_link), [1933.09.23\_FDR\_Day\_by\_Day.pdf](https://drive.go"
https://drive.google.com/file/d/1jj5lxoNnOdyeTBgUBwwJTH6_EsHRQ2Vs/view?usp=drive_link,Web,google.com,,google.com,,,"y\_by\_Day.pdf](https://drive.google.com/file/d/1P6BaSsRBBc0MtSK2tDg6W7u3FaqbaiEq/view?usp=drive_link), [1933.09.23\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1jj5lxoNnOdyeTBgUBwwJTH6_EsHRQ2Vs/view?usp=drive_link) ## Additional Sources: [1933.09.15\_FDR\_Delays\_Trip"
https://drive.google.com/file/d/1PB0eOmqPF1xhwDYCXU2OAzX3imCBxFp0/view?usp=drive_link,Web,google.com,,Time,,,/file/d/1jj5lxoNnOdyeTBgUBwwJTH6_EsHRQ2Vs/view?usp=drive_link) ## Additional Sources: [1933.09.15\_FDR\_Delays\_Trip\_Coal Crisis\_pg3.pdf](https://drive.google.com/file/d/1PB0eOmqPF1xhwDYCXU2OAzX3imCBxFp0/view?usp=drive_link)[Time magazine article](http://content.time.com/time/s
https://drive.google.com/file/d/1-koD1xuoOqBdoAFUCUryixKfdNp5AgBt/view?usp=drive_link,Web,google.com,,Time,,,"e_link)[Time magazine article](http://content.time.com/time/subscriber/article/0,33009,746112,00.html); [Marguerite Alice LeHand’s footage](https://drive.google.com/file/d/1-koD1xuoOqBdoAFUCUryixKfdNp5AgBt/view?usp=drive_link) (Now in FDR Library)\* nan"
https://drive.google.com/file/d/1d_jF0gK3DC4zdV0vqSnvfaERQjV5jvZZ/view?usp=sharing,Web,google.com,1933-10-08,google.com,,,[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1d_jF0gK3DC4zdV0vqSnvfaERQjV5jvZZ/view?usp=sharing); [1933-10-08 FDR Day by Day](http://www.fdrlibrary.maris
https://drive.google.com/file/d/1LL7iVsL4mB2SW-HsuIKan3WBMxwHoGdM/view?usp=drive_link,Web,google.com,,google.com,,,"-10-15 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/october-15th-1933/), local copy [1933.10.15\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1LL7iVsL4mB2SW-HsuIKan3WBMxwHoGdM/view?usp=drive_link) nan"
https://drive.google.com/file/d/1sAU0Rlpyo3W7oyN2M3Xk9YnFnUFskH3m/view?usp=drive_link,Web,google.com,,google.com,,,"-10-21 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/october-21st-1933/), local copy [1933.10.20\_FDR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1sAU0Rlpyo3W7oyN2M3Xk9YnFnUFskH3m/view?usp=drive_link), [EDITTED\_Sequoia\_Clip .mp4](https://drive.google.c"
https://drive.google.com/file/d/1Q7rzHQF7boVJ8Mhn9h2XgkCLCiqv_UyV/view?usp=drive_link,Web,google.com,,google.com,,,"DR\_Day\_by\_Day.pdf](https://drive.google.com/file/d/1sAU0Rlpyo3W7oyN2M3Xk9YnFnUFskH3m/view?usp=drive_link), [EDITTED\_Sequoia\_Clip .mp4](https://drive.google.com/file/d/1Q7rzHQF7boVJ8Mhn9h2XgkCLCiqv_UyV/view?usp=drive_link) [1933.10.19\_The\_Indiana\_Gazette\_pg1.jpg](https://"
